Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,51.020000,51.020000,49.250000,49.790001,27.634802,69330300
2005-01-08,49.860001,51.209999,49.630001,51.070000,28.345226,56046800
2005-01-15,50.950001,51.549999,50.349998,50.439999,27.995573,48206200
2005-01-22,50.939999,51.950001,50.910000,51.270000,28.456247,58189200
2005-01-29,51.500000,55.320000,51.349998,55.290001,30.687449,78825100
2005-02-05,55.119999,56.869999,54.610001,56.110001,31.142569,72629100
2005-02-12,56.250000,59.849998,56.070000,59.410000,33.135654,85825900
2005-02-19,59.500000,63.689999,58.250000,63.259998,35.282986,108879400
2005-02-26,63.259998,64.040001,61.990002,63.570000,35.455868,128760400
2005-03-05,63.580002,64.370003,59.500000,61.049999,34.050354,170203800
2005-03-12,61.060001,62.849998,59.470001,62.650002,34.942745,112404900
2005-03-19,62.650002,62.980000,58.549999,59.000000,32.906994,88667200
2005-03-26,59.040001,60.700001,57.380001,60.549999,33.771492,104896100
2005-04-02,60.950001,61.740002,59.849998,60.009998,33.470318,85301200
2005-04-09,59.990002,60.750000,56.099998,56.189999,31.339710,108657500
2005-04-16,55.650002,59.950001,55.400002,59.419998,33.141239,101287200
2005-04-23,59.959999,60.470001,56.000000,57.029999,31.808222,106656400
2005-04-30,57.000000,58.650002,56.070000,57.599998,32.126125,86596000
2005-05-07,57.750000,58.049999,53.580002,53.700001,29.950922,90230700
2005-05-14,53.500000,54.970001,52.779999,54.009998,30.277250,132074700
2005-05-21,54.380001,56.900002,54.139999,56.799999,31.841305,71143800
2005-05-28,57.000000,57.779999,56.099998,57.150002,32.037495,72240800
2005-06-04,57.299999,58.610001,56.700001,58.380001,32.727028,78047600
2005-06-11,58.250000,61.020000,57.790001,60.889999,34.134087,74646000
2005-06-18,61.099998,61.130001,58.150002,58.150002,32.598087,85955600
2005-06-25,58.330002,59.799999,57.459999,58.310001,32.687778,81724400
2005-07-02,58.560001,60.730000,58.290001,59.400002,33.298813,69456400
2005-07-09,59.389999,60.240002,57.880001,58.160000,32.603680,81990700
2005-07-16,58.020000,59.700001,57.689999,59.500000,33.354870,86740200
2005-07-23,59.950001,60.470001,58.750000,58.750000,32.934433,79287500
2005-07-30,59.230000,60.090000,57.759998,58.090000,32.564442,75323900
2005-08-06,58.650002,61.340000,58.439999,61.049999,34.223766,88550500
2005-08-13,60.950001,61.080002,57.779999,58.820000,33.135277,80871900
2005-08-20,59.540001,59.750000,58.369999,58.410000,32.904308,78777100
2005-08-27,59.240002,62.040001,58.119999,60.680000,34.183083,124066400
2005-09-03,60.619999,63.200001,60.250000,63.200001,35.602680,87783100
2005-09-10,62.849998,63.889999,61.730000,63.700001,35.884346,98468100
2005-09-17,64.000000,65.959999,63.599998,63.830002,35.957588,105861600
2005-09-24,63.700001,65.010002,63.299999,63.540001,35.794212,85614800
2005-10-01,63.549999,63.889999,57.900002,59.599998,33.574677,123949600
2005-10-08,59.599998,59.790001,57.139999,58.639999,33.033871,90428500
2005-10-15,59.049999,59.450001,54.500000,55.369999,31.191782,164857900
2005-10-22,55.310001,57.889999,54.790001,56.310001,31.721312,114940800
2005-10-29,57.029999,58.820000,56.009998,57.900002,32.617016,106155000
2005-11-05,57.799999,58.330002,55.840000,56.520000,31.839619,103492700
2005-11-12,56.820000,58.389999,56.130001,58.250000,32.981678,98267600
2005-11-19,58.509998,60.259998,58.500000,60.110001,34.034840,54127800
2005-11-26,59.549999,59.849998,58.000000,59.070000,33.445976,85289100
2005-12-03,59.380001,60.380001,58.049999,58.500000,33.123257,88256400
2005-12-10,58.810001,59.930000,58.049999,58.060001,32.874111,85559800
2005-12-17,58.220001,58.590000,56.650002,57.099998,32.330544,68772500
2005-12-24,57.000000,57.000000,55.599998,56.169998,31.803972,60748300
2005-12-31,56.419998,59.560001,56.419998,59.430000,33.649818,77484500
2006-01-07,59.799999,61.000000,59.160000,60.970001,34.521778,90737800
2006-01-14,61.259998,62.060001,60.119999,60.529999,34.272648,79225600
2006-01-21,60.529999,61.650002,59.549999,61.290001,34.702957,107825500
2006-01-28,62.880001,63.959999,61.029999,61.389999,34.759590,114529300
2006-02-04,61.700001,62.610001,58.599998,59.430000,33.649818,110616600
2006-02-11,59.430000,60.680000,58.799999,60.549999,34.466106,98785800
2006-02-18,61.000000,61.299999,59.630001,60.419998,34.392120,64256100
2006-02-25,60.200001,61.500000,59.099998,60.980000,34.710884,86028700
2006-03-04,60.950001,61.090000,58.439999,59.180000,33.686298,99206900
2006-03-11,59.680000,61.919998,59.439999,61.049999,34.750725,99057500
2006-03-18,60.770000,61.689999,60.330002,61.169998,34.819035,84476400
2006-03-25,61.110001,61.889999,60.820000,60.860001,34.642567,86249100
2006-04-01,61.360001,62.700001,60.430000,61.330002,34.910110,78909600
2006-04-08,61.900002,62.730000,61.000000,61.560001,35.041035,53362100
2006-04-15,61.939999,65.000000,61.610001,65.000000,36.999138,99722900
2006-04-22,64.760002,64.980003,61.000000,63.080002,35.906242,109325500
2006-04-29,63.400002,64.769997,62.889999,64.000000,36.429909,99001900
2006-05-06,63.599998,64.260002,62.060001,62.240002,35.428093,83168200
2006-05-13,61.509998,62.709999,59.500000,60.450001,34.582260,107346600
2006-05-20,59.950001,61.930000,59.150002,61.580002,35.228722,100155000
2006-05-27,61.700001,61.849998,59.759998,61.650002,35.268768,78973100
2006-06-03,62.099998,62.200001,57.820000,58.799999,33.638340,126952900
